alt,transcript,link,alpha,wmp_ratio
HOUSE_CA21_COX_DANIEL_FLORES,"I was very proud to serve my country in $10,000 bill. So I reached out to TJ Cox in humidifier out and said it was amazing to. Jacox it up for me when you get caught still care about every veterinarian in the Central Valley.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA21_COX_DANIEL_FLORES.wmv,0.8205445,0.212829736211031
HOUSE_CA22_NUNES_PODCAST,"The San Joaquin Valley every Friday. It's the Devin Nunes podcast debit. Also weekly podcast covering issues that matter to us like healthcare water, our military and highlighting locations across the valley. Devin Nunes separating fact from fiction, keeping us, informed, and Devin Nunes. Comm log on and join the conversation.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA22_NUNES_PODCAST.wmv,0.8205445,0.212829736211031
HOUSE_CA22_NUNES_PODCAST_2020,"From the breadbasket of the solar system, the San Joaquin Valley every Friday. It's the Devin Nunes podcast, Devin Oso weekly podcast, covering issues that matter to us like healthcare water, our veterans and Military and highlighting locations across the valley. Devin Nunes separating fact from fiction, keeping us, informed downloaded podcast, log, on and join.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA22_NUNES_PODCAST_2020.wmv,0.8205445,0.212829736211031
HOUSE_CA22_NUNES_PODCAST_CRAWL,"Stay informed with the Devin Nunes podcast, every Friday Oso weekly podcast like healthcare water and our veterans and Military featuring today's most crucial topics. Good. Devin Nunes podcast can be downloaded for free. Every Friday and Devin Nunes. Com.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA22_NUNES_PODCAST_CRAWL.wmv,0.8205445,0.212829736211031
HOUSE_CA22_NUNES_PODCAST_LOGO,"The San Joaquin Valley every Friday. It's the Devin Nunes podcast, Devin Oso weekly podcast, that matter to us, like health care. What are military and highlighting locations across the valley. Devin Nunez separating fact from fiction, keeping us informed, log on and join the conversation.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA22_NUNES_PODCAST_LOGO.wmv,0.8205445,0.212829736211031
HOUSE_CA22_NUNES_PODCAST_LOGO_SP,"Disability Central Deli Mentos, del mundo, Punto Com log on and join the conversation.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA22_NUNES_PODCAST_LOGO_SP.wmv,0.8205445,0.212829736211031
HOUSE_CA22_NUNES_PODCAST_SP,Big beanie boos.,http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA22_NUNES_PODCAST_SP.wmv,0.8205445,0.212829736211031
HOUSE_CA24_CALDWELL_THE_REAL_ISSUES,"Baby Caldwell was met with thousands of Voters talking about real issues and his agenda for congress economic recovery and jobs, school choice, affordable and reliable, electricity water for farms and families, reducing prescription, and premium costs, keeping our promises to seniors and Veterans, reducing the impact of the real reforms for the Central Coast. Pay for an authorized by Andy Caldwell for Congress.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA24_CALDWELL_THE_REAL_ISSUES.wmv,0.8205445,0.212829736211031
HOUSE_CA49_LEVIN_SHORT_SUPPLY,"Bipartisanship in Congress, but our Congressman, Mike Levin is bringing people together. He has introduced a bipartisan Bill to improve the lives of our veteran, including one with Republican leader Kevin McCarthy to help homeless and listening, finding common ground, making a different That's Mike Levin.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA49_LEVIN_SHORT_SUPPLY.wmv,0.8205445,0.212829736211031
HOUSE_CA50_ISSA_RESULTS_MATTER,"In the Army. And in business results, matter has cheap. Talk is the only currency. They know, we know Washington, Trump is changing that. I'll help him finish the job. I took on Hillary Clinton and helped expose Benghazi broke with my own party and said no, to bank bailouts Forest heads to roll at the IRS and the ba under Eliza. I approve this message and we're just getting started.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_CA50_ISSA_RESULTS_MATTER.wmv,0.8205445,0.212829736211031
HOUSE_FL04_RUTHERFORD_DELIVERING_RESULTS,"Congressman, John Rutherford delivers results for northeast, Florida, bridge for pre-existing conditions, and holding the VA, accountable for the Health Care on, Veterans, deserve Rutherford and will always defend the Constitution and the Fraternal Order of Police congressman, John Rutherford conservative leadership. I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL04_RUTHERFORD_DELIVERING_RESULTS.wmv,0.8205445,0.212829736211031
HOUSE_FL04_RUTHERFORD_DELIVERING_RESULTS_NEW_OPENING,"Congressman, John Rutherford delivers results for northeast Florida, working with President Trump to cut taxes for family, coverage for pre-existing conditions, and holding the VA accountable for the Health Care on Veterans, desert Rutherford stands with law enforcement and will always defend the Constitution. That's why he and the Fraternal Order of Police congressman, John Rutherford.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL04_RUTHERFORD_DELIVERING_RESULTS_NEW_OPENING.wmv,0.8205445,0.212829736211031
HOUSE_FL13_CRIST_CALLED_A_LOT,"When you serve the people. Good morning, Most everyone just calls me Charlie Healthcare in Washington. I'm Congressman Chris but here at home. It's just Charlie and I work for you. I always have and I always will that's why I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL13_CRIST_CALLED_A_LOT.wmv,0.8205445,0.212829736211031
HOUSE_FL13_CRIST_THE_GOLDEN_RULE,"I was raised on the Golden Rule treat others, the way you want to be treated to sign my bill improving veterans, care security because I bought you, the people first always have and I always will.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL13_CRIST_THE_GOLDEN_RULE.wmv,0.8205445,0.212829736211031
HOUSE_FL13_CRIST_TWO_MARINES,"I'm Charlie Chris and I approve this message. We're both Marines who served 50 years apart. So, we don't always agree on everything. You eat dinner too early. And you need a haircut Marie you agree on this. No one fights harder for the vets and Charlie Crist. He took on The View. So it's a VA. He's helping soldiers. Struggling with PTSD. Charlie got over 2 million and benefits for a reference. Releasing Marines. That's our kind of congressman.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL13_CRIST_TWO_MARINES.wmv,0.8205445,0.212829736211031
HOUSE_FL16_BUCHANAN_HAND_PICKED_PELOSI,"Healthcare Medicare, Social Security, and veterans benefits. And the police Margaret. Good is not with us. And I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL16_BUCHANAN_HAND_PICKED_PELOSI.wmv,0.8205445,0.212829736211031
HOUSE_FL16_BUCHANAN_WORST_DAY_OF_MY_LIFE_60,"One of the worst days of my life, when I got the phone call, that there were two army. Guys at my house. They were, they were test driving vehicle and I didn't get how that could happen. She should not be such a blessing to have these tragedies as soon as he was because I never really felt like the common person had a voice until now over this. This is just going to beMy heart forever. A View to Annan and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL16_BUCHANAN_WORST_DAY_OF_MY_LIFE_60.wmv,0.8205445,0.212829736211031
HOUSE_FL18_KEITH_SOLDIERS,"Soldiers, don't fight out of hate of those before them. But out of love for those behind them. Every president has respected that sacrificed except Donald Trump. He thinks our fallen heroes are loser or suckers. No wonder, he took no action would like to put bounties on their heads. I'm former Lieutenant Commander Panky and I approve this message, because it was my honor to serve the country. I cherish, and I will defend the honor of our troops. When something means them even if Brian Mast, won't",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL18_KEITH_SOLDIERS.wmv,0.8205445,0.212829736211031
HOUSE_FL21_ALF_WAITING_60,"Hello, hi. Mrs. Thompson. This is Jason with Saint Mary's Medical Center. I have news for you. We were able to schedule your surgery for May 19th, 2021. 2020, 18 months from now. Yes, ma'am. I'm sorry. Would you like me to cancel the appointment to undocumented immigrants? And if they win in November, they'll go even further. We know government-run Healthcare is a disaster at VA hospitals. Our Heroes were forced to wait 6 months to a year for an appointment. How long are you willing to wait on? November 3rd. Vote for Laura, Loomer for Congress?",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_FL21_ALF_WAITING_60.wmv,0.8205445,0.212829736211031
HOUSE_GA06_MCBATH_JORDAN,"I named Jordan. After the river in the Bible. I never expected to be in Congress, but then my son was murdered. Tragedy purpose. I decided to fight for anyone. Desperate for common sense in Washington. I have passed laws taking care of Veteran, Lauren drug costs and yes, to prevent gun violence. I'm a mom on a mission. I'm Lucy mcbath and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_GA06_MCBATH_JORDAN.wmv,0.8205445,0.212829736211031
HOUSE_GA06_MCBATH_TWO_TOURS_IN_VIETNAM,"Picture of two tours in Vietnam from combat face, Financial hardships. Bankruptcy spend, I get penalized twice for the sacrifices one person to take action. That was Lucy mcbath from a hundred percent for loosing with that. She will always have our back.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_GA06_MCBATH_TWO_TOURS_IN_VIETNAM.wmv,0.8205445,0.212829736211031
HOUSE_IL13_AAN_CRYSTAL_CLEAR_DAVIS,"This is about preventing a potentially disastrous outcome from occurring next year. Now. It's Crystal Clear. Their partisan. Impeachment is a political beliefs. The voters should be the ones deciding elections. He's focusing on the issues that matter making job training, more accessible supporting our veterans and being a strong. Voice for our Farmers call Rodney Davis, thank him for standing against impeachment and focusing on the issues that matter to us.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_IL13_AAN_CRYSTAL_CLEAR_DAVIS.wmv,0.8205445,0.212829736211031
HOUSE_IL17_BUSTOS_KYLIE_RINEY,But my husband Doug was killed in Afghanistan. I just knew I needed to be around the people that loved us the most that our landlord just wouldn't let us out of our lease. I didn't choose to be with family and they were penalizing me for it. Cheri Bustos went in with the mission of protecting gold star families. Sherry family has changed our lives everyday.,http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_IL17_BUSTOS_KYLIE_RINEY.wmv,0.8205445,0.212829736211031
HOUSE_IN02_WALORSKI_GETS_RESULTS,"She's an independent leader who gets results, saving thousands of local businesses and jobs during the pandemic. Working to increase access to childcare and always fighting for our veterans. I truly can't think Jackie walorski enough. Jackie walorski, this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_IN02_WALORSKI_GETS_RESULTS.wmv,0.8205445,0.212829736211031
HOUSE_IN02_WALORSKI_JOE,"Army specialist jokes team that served in Afghanistan was trained to detect bombs when Joe returns home. He suffered from PTSD and trying to adopt a cat with no lock. Then Joe and his wife, Stephanie. Turn to Jackie walorski for help. I truly can't think Jackie walorski enough. I'll be eternally grateful.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_IN02_WALORSKI_JOE.wmv,0.8205445,0.212829736211031
HOUSE_IN02_WALORSKI_STEPHANIE_STEENBEKE_60,"They were Partners Inseparable, Army specialist, Joe steenbeck served in Afghanistan with task was trained to detect bombs keeping Joe into the truth. Safe every day when Joe returns home. He suffered from PTSD and trying to adopt a cat with no lock. Then his wife Stephanie going through, but then having to say goodbye to your best friend, right after what she's done for us and the piece that has brought him for test to be back with us.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_IN02_WALORSKI_STEPHANIE_STEENBEKE_60.wmv,0.8205445,0.212829736211031
HOUSE_IN06_PENCE_UNCERTAIN_TIMES,"In these uncertain times pushers need leaders. They can count on the conservative. We can trust Social Security and small businesses. Critical loans. Helping Hoosiers is why I serve our country. It's nice to know we have a marine. I'm due to Greg Pence a conservative, we can trust, I'm Greg pants.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_IN06_PENCE_UNCERTAIN_TIMES.wmv,0.8205445,0.212829736211031
HOUSE_KY06_BARR_MATT_BRADFORD,"I was 20 years old when I was wounded and it up losing our bodies worth of blood. Both my legs Vision scars all over my body. I'm Corporal Matthew Bradford and I support Andy Bar because he has somebody that I know has my back. He's always there to support and defend English. Slate of bill for that will help out the veteran community. Help out the VA, you know, he stands up forestall any bars in Kentucky, and then I'm proud of you. If you have the opportunity to call him a friend, and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_KY06_BARR_MATT_BRADFORD.wmv,0.8205445,0.212829736211031
HOUSE_ME02_GOLDEN_BILL_COHEN,"Mainers, first elected them to Congress, 45 years apart, and they're from opposite political parties. I'm doing good defense and Marine Bill and Jared both care about our thanks. Mister secretary, and I proved this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_ME02_GOLDEN_BILL_COHEN.wmv,0.8205445,0.212829736211031
HOUSE_ME02_GOLDEN_DEMOCRAT_AND_A_REPUBLICAN,"Curtis Democrat. Ralph is a republican. They don't agree about anything. Including why the support that people should go because he did, he stands up for the name Johnson in small business spying drug companies to cap seniors prescription drug cost to support me. I must be doing something right.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_ME02_GOLDEN_DEMOCRAT_AND_A_REPUBLICAN.wmv,0.8205445,0.212829736211031
HOUSE_ME02_GOLDEN_KEEPING_AMERICA_SAFE,"Jared golden help keep America safe serving as a Marine in Afghanistan and Iraq. Now in Congress. He's still focused on serving us are golden and in Congress, I'm fighting for you by standing up to the big drug companies to lower prescription cost for seniors, protecting patients, with pre-existing conditions, and delivering the, first inpatient, substance abuse, and mental, health facility for veterans here in Maine. I approve this message because I'm honored to serve you.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_ME02_GOLDEN_KEEPING_AMERICA_SAFE.wmv,0.8205445,0.212829736211031
HOUSE_ME02_GOLDEN_STEPHEN,"Golden learn teamwork serving as a Marine in Afghanistan and Iraq, and it shows and Congress, and mental health program in Washington. I'm Jared golden and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_ME02_GOLDEN_STEPHEN.wmv,0.8205445,0.212829736211031
HOUSE_ME02_HOUSEMAJFWD_NOT_AFRAID_GOLDEN,"When you volunteered to serve in Iraq, after 9/11, the healthcare, special interests don't scare you and surance companies to protect both parties to expand mental health, care for veterans and passed. A bill to let Medicare negotiate drug prices. On behalf, of all Americans are pieces buildings. Bill will help lower drug prices and out-of-pocket. Costs Sanctuary golden for taking on TUF B to lower healthcare costs.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_ME02_HOUSEMAJFWD_NOT_AFRAID_GOLDEN.wmv,0.8205445,0.212829736211031
HOUSE_ME02_WHF_MORE_THAN_A_UNIFORM,"It's more than a uniform. It's a promise to serve and kept that promise that and he kept it, when he went to Congress to serve you, he worked with both parties to support. Small businesses went against his party leaders when they try to raise their pay and fought to get veterans access2care closer to home because Jared golden knows what it means to put on that uniform and help keep his promise to serve. You with honor, fund is responsible for the content of this advertising.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_ME02_WHF_MORE_THAN_A_UNIFORM.wmv,0.8205445,0.212829736211031
HOUSE_MI03_MEIJER_GEORGE_THOMAS,"His cancer came from Vietnam. And my life is right now. In health conditions keeps me alive and protect, you put his life on the line. For these honest. He's carrying a stone is lying. You didn't trust Peter Mayer. I'm Peter Meyer, and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_MI03_MEIJER_GEORGE_THOMAS.wmv,0.8205445,0.212829736211031
HOUSE_MT01_WILLIAMS_ALAN_CHARLES,"I'm a Vietnam era US Army veteran or republican. I'm voting for Kathleen Williams Because I know we share the same values for the Montana way of life. We hunt the fish. When we know how important it is to take care of. Our public lands, chicken, think for yourself. I don't believe she'll just toe. The party line. Kathleen works with people from both sides of the aisle to reach the best possible solution for Montana. I believe you Kathleen will work hard to help. Bring us all together again. I'm Kathleen Williams and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_MT01_WILLIAMS_ALAN_CHARLES.wmv,0.8205445,0.212829736211031
HOUSE_MT01_WILLIAMS_GET_OUT_OF_OUR_WAY,A Montana embrace our way of life for you. Get out of our way to respectful and respect our right to own a gun and ranchers generation. We are not afraid to get my hands a little dirty to get the job done. I'm Kathleen Williams and I approve this message.,http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_MT01_WILLIAMS_GET_OUT_OF_OUR_WAY.wmv,0.8205445,0.212829736211031
HOUSE_NC03_MURPHY_MARK_MEADOWS,"Here's Congressman, Mark. Meadows on why dr. Greg Murphy is the clear. Conservative choice for Congress. Choice for congress on Greg Murphy. My campaign paid for the sad man versus, Connecticut.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_MURPHY_MARK_MEADOWS.wmv,0.8205445,0.212829736211031
HOUSE_NC03_ROUSE_IN_THE_HOUSE,"Washington has enough politicians. If we want small businessman, who created job and was staying with trunk. We need area Crouse in the house. Rice in the house. We want someone standing up for our Second Amendment rights and freedoms. We need Ralph in the house. Amerigroup approved this message and I'm ready to serve you in the house.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC03_ROUSE_IN_THE_HOUSE.wmv,0.8205445,0.212829736211031
HOUSE_NC11_DAVIS_AIR_FORCE,"I served our country in the Air Force for 25 years, retired Colonel Davis. Our veterans deserve support not insult and it's our duty to take care of our veterans during and after their service. I'll fight to make sure the Veterans Administration is fully funded and stand against diverting funds to the private sector that are needed to strengthen veteran's health care. I'm O Davis and I approve this message that goes over 25 years. I served with Heroes who deserve nothing less.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC11_DAVIS_AIR_FORCE.wmv,0.8205445,0.212829736211031
HOUSE_NC11_DRISCOLL_GROWING_UP,"Dangerous goal. Growing up. My dad told me to Driscoll men served so I didn't have to. Answer the call. Country and for my home, Washington doesn't get it President Trump. Does we need a wall to cure Border in a congressman who will protect our rights and our community? That's why I'm running a combat veteran Conservative Republican for congress. A dangerous goal and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NC11_DRISCOLL_GROWING_UP.wmv,0.8205445,0.212829736211031
HOUSE_NH01_HOUSEMAJFWD_SERVICE_COMMUNITY_FAMILY,"Community time right here, in owner of a New Hampshire restaurant, top half is to do what's right for you. Answer in Congress, like taking care of service members. Lending a hand to community members experiencing addiction and supporting what AARP called a significant step toward lowering skyrocketing costs of healthcare to ease. The burden on Working Families because what Chris Pack is bad is right here at home.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NH01_HOUSEMAJFWD_SERVICE_COMMUNITY_FAMILY.wmv,0.8205445,0.212829736211031
HOUSE_NH01_PAPPAS_EVERYDAY,"Everyday is a chance to help people and it's Times Like These. There's always more to be done. There's no room for politics to protect to fuel dreams and to help with the storm if we stand together, I don't do hamsters. Best days are ahead. I'm Chris Pappas and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NH01_PAPPAS_EVERYDAY.wmv,0.8205445,0.212829736211031
HOUSE_NM02_MATHYS_US_ARMY_VETERAN,"Has the United States Army veteran? I learned about honor and to always have the backs of my brothers and sisters. I have a special bond with my fellow service members. I will never forget, all gave some, some gave all this running for congress and approved this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NM02_MATHYS_US_ARMY_VETERAN.wmv,0.8205445,0.212829736211031
HOUSE_NV03_HOUSEMAJFWD_PROBLEM_SOLVER,"Susie Lee is a problem solver in Congress working with Republicans and Democrats on. Healthcare leaving the committee. Modernizing electronic medical records for veterans and writing the bipartisan Bill to improve health care for newborn. Now, he's taking on the sky high price of prescription drugs, with the lower drug costs. Now act alone Medicare to negotiate for lower costs for seniors and all Americans. Thanks, Susie Lee for delivering bipartisan Health Care Solutions for us.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NV03_HOUSEMAJFWD_PROBLEM_SOLVER.wmv,0.8205445,0.212829736211031
HOUSE_NY01_COBB_PARTIES_AND_FUNDRAISERS,"And I approve this message, TV appearances, by doing her actual job. We paid her a million-dollar to work for us. But she failed to stand up for our soldiers and Veterans. She's failed to deliver again. No relief bill, no support for families. Elise stefanik doesn't deserve her shop because she doesn't do her job.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NY01_COBB_PARTIES_AND_FUNDRAISERS.wmv,0.8205445,0.212829736211031
HOUSE_NY01_COBB_STOOD_UP,"I stood up for my country, but at least aphonic won't stand up for me. Trump, disrespects our service and at least that's cowardice. Stefanik parties. At she should do hers. I serve with honor stefanik. Only served her own political Ambitions on American and I approve this message.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NY01_COBB_STOOD_UP.wmv,0.8205445,0.212829736211031
HOUSE_NY01_COBB_WANT_YOU_TO_KNOW,I want you to know I'm running for congress years and I'll never go along with the police career. I'm petrikov and I approve this message because I'll always put you first.,http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NY01_COBB_WANT_YOU_TO_KNOW.wmv,0.8205445,0.212829736211031
HOUSE_NY21_STEFANIK_2020_COWS,"There are more cows on this farm and there are members of Congress in DC and they get along a lot better too today. Washington is more divided than ever. It's why I crossed the aisle to help our seniors and our veterans to lower healthcare costs and to help our small businesses and family farm. I'm proud to be one of the most bipartisan members of Congress. I'm Elise stefanik and I approve this message because if they can get along, so, should the folks in Washington, right?",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NY21_STEFANIK_2020_COWS.wmv,0.8205445,0.212829736211031
HOUSE_NY21_STEFANIK_PROUD_OF_OUR_SERVICE,"Flower founding generation to our brave for Trump Soldiers. The North country is proud of our military service in Congress. No one fights harder for our brave men and women protecting Fort Drum from devastating Cuts, supporting our military families. The largest pay raise for our troops in a decade. Millions in veterans benefits securing for drum as a future East Coast missile defense.",http://mycmag.kantarmediana.com/KMIcmagvidbin2/HOUSE_NY21_STEFANIK_PROUD_OF_OUR_SERVICE.wmv,0.8205445,0.212829736211031
